p0-a	PASS	the /dev/disk/by-id namespace is unchanged by the round trip	= scsi-36002248004b15f354038ec30c4cdcc6d scsi-36002248004b15f354038ec30c4cdcc6d-part1 scsi-36002248004b15f354038ec30c4cdcc6d-part9 scsi-3600224801b119da9db3fc88bc4bd0afd scsi-3600224801b119da9db3fc88bc4bd0afd-part1 scsi-3600224801b119da9db3fc88bc4bd0afd-part9 scsi-3600224806317427c5fca6cb7083708a3 scsi-3600224806317427c5fca6cb7083708a3-part1 scsi-3600224806317427c5fca6cb7083708a3-part14 scsi-3600224806317427c5fca6cb7083708a3-part15 scsi-360022480736dc39878571e95e8a74a3d scsi-360022480736dc39878571e95e8a74a3d-part1 scsi-360022480736dc39878571e95e8a74a3d-part9 scsi-36002248074af547019ead4c3b91a1481 scsi-36002248074af547019ead4c3b91a1481-part1 scsi-360022480997dd783eebf7850ef317343 scsi-360022480997dd783eebf7850ef317343-part1 scsi-360022480997dd783eebf7850ef317343-part9 wwn-0x6002248004b15f354038ec30c4cdcc6d wwn-0x6002248004b15f354038ec30c4cdcc6d-part1 wwn-0x6002248004b15f354038ec30c4cdcc6d-part9 wwn-0x600224801b119da9db3fc88bc4bd0afd wwn-0x600224801b119da9db3fc88bc4bd0afd-part1 wwn-0x600224801b119da9db3fc88bc4bd0afd-part9 wwn-0x600224806317427c5fca6cb7083708a3 wwn-0x600224806317427c5fca6cb7083708a3-part1 wwn-0x600224806317427c5fca6cb7083708a3-part14 wwn-0x600224806317427c5fca6cb7083708a3-part15 wwn-0x60022480736dc39878571e95e8a74a3d wwn-0x60022480736dc39878571e95e8a74a3d-part1 wwn-0x60022480736dc39878571e95e8a74a3d-part9 wwn-0x6002248074af547019ead4c3b91a1481 wwn-0x6002248074af547019ead4c3b91a1481-part1 wwn-0x60022480997dd783eebf7850ef317343 wwn-0x60022480997dd783eebf7850ef317343-part1 wwn-0x60022480997dd783eebf7850ef317343-part9
p0-a	PASS	tier 3: vdev label GUIDs are unchanged by the round trip	= 10860126842594226525 2582622903138663309 6677991281975036208
p0-a	NOTE	zpool status -P after import:   pool: depsistest |  state: ONLINE |   scan: scrub repaired 0B in 00:00:00 with 0 errors on Sat Aug 15 05:26:39 2026 | config: |  | 	NAME                                                              STATE     READ WRITE CKSUM | 	depsistest                                                        ONLINE       0     0     0 | 	  mirror-0                                                        ONLINE       0     0     0 | 	    /dev/disk/by-id/scsi-36002248004b15f354038ec30c4cdcc6d-part1  ONLINE       0     0     0 | 	    /dev/disk/by-id/scsi-3600224801b119da9db3fc88bc4bd0afd-part1  ONLINE       0     0     0 |  | errors: No known data errors	
p0-a	PASS	the imported pool config still records /dev/disk/by-id paths	
p0-a	PASS	data survived the export/import round trip	2 files verified by sha256
p0-a	NOTE	offlining pool member as ZFS names it: /dev/disk/by-id/scsi-36002248004b15f354038ec30c4cdcc6d-part1	
p0-a	PASS	pool reports DEGRADED with one side offline	= DEGRADED
p0-a	NOTE	degraded status:   pool: depsistest |  state: DEGRADED | status: One or more devices has been taken offline by the administrator. | 	Sufficient replicas exist for the pool to continue functioning in a | 	degraded state. | action: Online the device using 'zpool online' or replace the device with | 	'zpool replace'. |   scan: scrub repaired 0B in 00:00:00 with 0 errors on Sat Aug 15 05:26:39 2026 | config: |  | 	NAME                                        STATE     READ WRITE CKSUM | 	depsistest                                  DEGRADED     0     0     0 | 	  mirror-0                                  DEGRADED     0     0     0 | 	    scsi-36002248004b15f354038ec30c4cdcc6d  OFFLINE      0     0     0 | 	    scsi-3600224801b119da9db3fc88bc4bd0afd  ONLINE       0     0     0 |  | errors: No known data errors	
p0-a	PASS	the offlined member is marked OFFLINE	
p0-a	PASS	the offlined member is still named by its by-id name while degraded	
p0-a	PASS	existing data is still readable while DEGRADED	2 files verified by sha256
p0-a	PASS	a write issued while DEGRADED reads back correctly	= written while degraded
p0-a	PASS	pool returns to ONLINE after the member is brought back	= ONLINE
p0-a	NOTE	resilver settled in 0s: resilvered 216K in 00:00:00 with 0 errors on Sat Aug 15 05:26:41 2026	wall clock on a near-empty pool; not a capacity-planning number
p0-a	PASS	bringing the member back triggered a resilver	resilvered 216K in 00:00:00 with 0 errors on Sat Aug 15 05:26:41 2026
p0-a	PASS	the post-online scan reports zero errors	
p0-a	PASS	zpool status -x calls the pool healthy again	
p0-a	PASS	data is intact after the offline/online cycle	3 files verified by sha256
