p0-g	PASS	link count is 2 before the unlink	= 2
p0-g	PASS	link(2) onto an EXISTING destination must fail atomically → EEXIST	ERRNO:EEXIST
p0-g	PASS	the original destination content is untouched	
p0-g	PASS	link count drops to 1 after unlinking the staging name	= 1
p0-g	PASS	published content survives the unlink	
p0-g	PASS	link(2) across datasets fails too (the fallback is intra-dataset only) → EXDEV	ERRNO:EXDEV
p0-g	PASS	fsync() on a directory fd is accepted by ZFS (step 5 is implementable)	OK
p0-g	PASS	the full ADR-0008 ordering executes end to end	OK
p0-g	PASS	published file has the staged content	
p0-g	PASS	the .part name is gone from staging after publish (failed as expected, rc=1)	
p0-g	NOTE	DURABILITY NOT TESTED HERE — power-loss behaviour is out of scope for P0-G	belongs to the chaos/recovery suite; ADR-0008 item 5 remains unverified after this run
p0-g	NOTE	fill #1 (fresh dataset, refquota=64M): ERRNO:EDQUOT 67108864	
p0-g	PASS	writing past refquota returns EDQUOT	stopped at 67108864 bytes
p0-g	NOTE	the tus layer must map this to 507 Insufficient Storage, not 500	
p0-g	PASS	the enforced ceiling never exceeds the configured refquota	67108864 <= 67108864
p0-g	PASS	refquota is usable, not wildly conservative	67108864 of 67108864 bytes usable
p0-g	NOTE	ADR-0008 UI source → used	67297280 usedbysnapshots	67198976 available	33366016 referenced	98304 refquota	67108864 quota	100663296 	
p0-g	PASS	all six ADR-mandated quota properties parse as byte integers	
p0-g	PASS	the snapshot still holds the deleted data	usedbysnapshots=67198976
p0-g	PASS	refquota freed on delete (referenced dropped)	referenced=98304
p0-g	NOTE	statvfs on /srv/depsis-poc/users/1003 → total=33423360 used=131072 avail=33292288 (frsize=131072)	
p0-g	NOTE	zfs        on depsistest/users/1003 → used=67297280 usedbysnapshots=67198976 referenced=98304 available=33366016	
p0-g	PASS	statvfs used disagrees materially with zfs used — statvfs cannot feed the quota UI	gap=67166208 bytes, usedbysnapshots=67198976
p0-g	NOTE	fill #2 (snapshot holding ~64M, quota=96M): ERRNO:EDQUOT 33423360	
p0-g	NOTE	statvfs promised 33292288 bytes; the dataset actually accepted 33423360 bytes	delta=-131072 bytes — measured, not asserted
p0-g	PASS	snapshot space counts against quota but not refquota	fill#1=67108864 bytes, fill#2=33423360 bytes with the same refquota
p0-g	NOTE	after snapshot destroy → used=106496 usedbysnapshots=0	
p0-g	NOTE	fill #3 (snapshot destroyed): ERRNO:EDQUOT 66977792	
p0-g	PASS	destroying the snapshot returned the quota headroom	fill#2=33423360 → fill#3=66977792 bytes
p0-g	NOTE	Samba veto of .depsis is proven by P0-B and is not repeated here	
p0-g	NOTE	power-loss durability of the directory fsync is NOT proven by this script (see section 6)	
p0-g	NOTE	BLAKE3 vs SHA-256 throughput (ADR-0008, unverified) is not measured here	
p0-g	NOTE	EDQUOT → HTTP 507 mapping is an API-layer test; this script only establishes the errno	
